name,update_date,SRA_submission_id,SRA_submission_date,SRA_status,BioSample_submission_id,BioSample_submission_date,BioSample_status,Genbank_submission_id,Genbank_submission_date,Genbank_status,GISAID_submission_date,GISAID_submitted_total,GISAID_failed_total,directory,config,type
batch1.test,2/15/2023,submitted,2/15/2023,submitted,submitted,2/15/2023,submitted,,,,,,,./batch1.test,/scicomp/home-pure/ufl1/tostadas/bin/config_files/mpxv_config_kk.yaml,Test
